date, pm25
2019/7/19, 150
2019/7/20, 158
2019/7/21, 161
2019/7/22, 163
2019/7/23, 147
2019/7/24, 170
2019/7/25, 170
2019/7/26, 176
2019/7/27, 199
2019/7/28, 148
2019/7/29, 170
2019/7/30, 164
2019/7/31, 152
2019/8/1, 176
2019/8/2, 174
2019/8/3, 136
2019/8/4, 117
2019/8/5, 141
2019/8/6, 117
2019/8/7, 152
2019/8/8, 158
2019/8/9, 150
2019/8/10, 130
2019/8/11, 131
2019/8/12, 152
2019/8/13, 137
2019/8/14, 157
2019/8/15, 151
2019/8/16, 143
2019/8/17, 141
2019/8/18, 128
2019/8/19, 152
2019/8/20, 171
2019/8/21, 146
2019/8/22, 154
2019/8/23, 167
2019/8/24, 146
2019/8/25, 171
2019/8/26, 133
2019/8/27, 140
2019/8/28, 141
2019/8/29, 141
2019/8/30, 147
2019/8/31, 124
2019/9/1, 127
2019/9/2, 141
2019/9/3, 124
2019/9/4, 162
2019/9/5, 151
2019/9/6, 138
2019/9/7, 146
2019/9/8, 141
2019/9/9, 152
2019/9/10, 161
2019/9/11, 149
2019/9/12, 107
2019/9/17, 151
2019/9/18, 148
2019/9/19, 142
2019/9/20, 150
2019/9/21, 141
2019/9/22, 140
2019/9/23, 169
2019/9/24, 164
2019/9/25, 140
2019/9/26, 134
2019/9/27, 150
2019/9/28, 111
2019/9/29, 147
2019/9/30, 109
2019/4/1, 104
2019/4/2, 95
2019/4/3, 120
2019/4/4, 106
2019/4/5, 108
2019/4/6, 113
2019/4/7, 123
2019/4/8, 121
2019/4/9, 109
2019/4/10, 123
2019/4/11, 119
2019/4/12, 89
2019/4/13, 105
2019/4/14, 124
2019/4/15, 112
2019/4/16, 107
2019/4/17, 128
2019/4/18, 147
2019/4/19, 138
2019/4/23, 89
2019/4/24, 99
2019/4/25, 120
2019/4/26, 98
2019/4/27, 95
2019/4/28, 120
2019/4/29, 108
2019/4/30, 105
2019/5/1, 127
2019/5/2, 123
2019/5/3, 126
2019/5/4, 97
2019/5/5, 89
2019/5/6, 100
2019/5/7, 89
2019/5/8, 110
2019/5/9, 125
2019/5/10, 107
2019/5/11, 115
2019/5/12, 101
2019/5/13, 102
2019/5/14, 110
2019/5/15, 119
2019/5/16, 105
2019/5/17, 104
2019/5/18, 105
2019/5/19, 108
2019/5/20, 93
2019/5/21, 105
2019/5/22, 110
2019/5/23, 101
2019/5/24, 119
2019/5/25, 115
2019/5/26, 107
2019/5/27, 104
2019/5/28, 127
2019/5/29, 131
2019/5/30, 123
2019/5/31, 123
2019/6/1, 140
2019/6/2, 150
2019/6/3, 144
2019/6/4, 149
2019/6/5, 142
2019/6/6, 154
2019/6/7, 134
2019/6/8, 158
2019/6/9, 141
2019/6/10, 140
2019/6/11, 148
2019/6/12, 140
2019/6/13, 132
2019/6/14, 135
2019/6/15, 141
2019/6/16, 150
2019/6/17, 153
2019/6/18, 151
2019/6/19, 148
2019/6/20, 164
2019/6/21, 178
2019/6/22, 180
2019/6/25, 136
2019/6/26, 157
2019/6/27, 150
2019/6/28, 137
2019/6/29, 175
2019/6/30, 155
2019/1/1, 117
2019/1/2, 128
2019/1/3, 142
2019/1/4, 138
2019/1/5, 133
2019/1/6, 145
2019/1/7, 151
2019/1/8, 161
2019/1/9, 141
2019/1/10, 138
2019/1/11, 145
2019/1/12, 129
2019/1/13, 138
2019/1/14, 151
2019/1/15, 129
2019/1/16, 119
2019/1/17, 96
2019/1/18, 134
2019/1/19, 121
2019/1/20, 157
2019/1/21, 137
2019/1/22, 135
2019/1/23, 151
2019/1/24, 145
2019/1/25, 123
2019/1/26, 118
2019/1/27, 130
2019/1/28, 142
2019/1/29, 150
2019/1/30, 139
2019/1/31, 155
2019/2/1, 155
2019/2/2, 131
2019/2/3, 127
2019/2/4, 134
2019/2/5, 118
2019/2/6, 156
2019/2/7, 144
2019/2/8, 116
2019/2/9, 122
2019/2/10, 155
2019/2/11, 158
2019/2/12, 125
2019/2/13, 143
2019/2/14, 137
2019/2/15, 166
2019/2/16, 165
2019/2/17, 149
2019/2/18, 157
2019/2/19, 175
2019/2/20, 137
2019/2/21, 102
2019/2/22, 116
2019/2/23, 143
2019/2/24, 95
2019/2/25, 96
2019/2/26, 116
2019/2/27, 108
2019/2/28, 147
2019/3/1, 162
2019/3/2, 164
2019/3/3, 155
2019/3/4, 127
2019/3/5, 120
2019/3/6, 125
2019/3/7, 100
2019/3/8, 164
2019/3/9, 144
2019/3/10, 104
2019/3/11, 119
2019/3/12, 120
2019/3/13, 111
2019/3/14, 116
2019/3/15, 112
2019/3/16, 133
2019/3/17, 147
2019/3/18, 126
2019/3/19, 134
2019/3/20, 129
2019/3/21, 135
2019/3/22, 110
2019/3/23, 130
2019/3/24, 140
2019/3/25, 138
2019/3/26, 123
2019/3/27, 151
2019/3/28, 112
2019/3/29, 117
2019/3/30, 116
2019/3/31, 94
2018/10/1, 137
2018/10/2, 151
2018/10/3, 148
2018/10/30, 134
2018/10/31, 133
2018/11/1, 116
2018/11/2, 116
2018/11/3, 139
2018/11/4, 131
2018/11/5, 122
2018/11/6, 144
2018/11/7, 146
2018/11/8, 132
2018/11/9, 128
2018/11/10, 142
2018/11/11, 125
2018/11/12, 107
2018/11/13, 113
2018/11/14, 137
2018/11/15, 143
2018/11/16, 146
2018/11/17, 131
2018/11/18, 111
2018/11/19, 117
2018/11/20, 117
2018/11/21, 135
2018/11/22, 126
2018/11/23, 131
2018/11/24, 142
2018/11/25, 105
2018/11/26, 126
2018/11/27, 126
2018/11/28, 130
2018/11/29, 143
2018/11/30, 117
2018/12/1, 135
2018/12/2, 128
2018/12/3, 111
2018/12/4, 107
2018/12/5, 112
2018/12/6, 100
2018/12/7, 122
2018/12/8, 156
2018/12/9, 141
2018/12/10, 164
2018/12/11, 119
2018/12/12, 131
2018/12/13, 138
2018/12/14, 143
2018/12/15, 111
2018/12/16, 99
2018/12/17, 138
2018/12/18, 151
2018/12/19, 165
2018/12/20, 162
2018/12/21, 169
2018/12/22, 174
2018/12/23, 165
2018/12/24, 157
2018/12/25, 143
2018/12/26, 125
2018/12/27, 111
2018/12/28, 133
2018/12/29, 136
2018/12/30, 101
2018/7/1, 151
2018/7/2, 141
2018/7/3, 139
2018/7/5, 109
2018/7/6, 103
2018/7/7, 133
2018/7/8, 132
2018/7/9, 132
2018/7/10, 136
2018/7/11, 145
2018/7/12, 141
2018/7/13, 139
2018/7/14, 163
2018/7/15, 149
2018/7/16, 150
2018/7/17, 133
2018/7/18, 114
2018/7/19, 118
2018/7/20, 138
2018/7/21, 155
2018/7/22, 134
2018/7/23, 140
2018/7/24, 143
2018/7/25, 137
2018/7/26, 146
2018/7/27, 129
2018/7/28, 117
2018/7/29, 153
2018/7/30, 162
2018/7/31, 171
2018/8/1, 148
2018/8/2, 160
2018/8/3, 155
2018/8/4, 149
2018/8/5, 155
2018/8/6, 152
2018/8/7, 135
2018/8/8, 165
2018/8/9, 165
2018/8/10, 168
2018/8/11, 152
2018/8/12, 121
2018/8/13, 142
2018/8/14, 153
2018/8/15, 150
2018/8/16, 157
2018/8/17, 149
2018/8/18, 164
2018/8/19, 136
2018/8/20, 146
2018/8/21, 151
2018/8/22, 120
2018/8/23, 143
2018/8/24, 131
2018/8/25, 141
2018/8/26, 152
2018/8/27, 112
2018/8/28, 158
2018/8/29, 123
2018/8/30, 99
2018/8/31, 147
2018/9/1, 155
2018/9/2, 122
2018/9/3, 138
2018/9/4, 138
2018/9/5, 144
2018/9/6, 143
2018/9/7, 135
2018/9/8, 180
2018/9/11, 151
2018/9/12, 141
2018/9/13, 139
2018/9/14, 137
2018/9/15, 141
2018/9/16, 154
2018/9/17, 126
2018/9/18, 145
2018/9/19, 141
2018/9/20, 120
2018/9/21, 131
2018/9/22, 145
2018/9/23, 139
2018/9/24, 132
2018/9/25, 139
2018/9/26, 140
2018/9/27, 162
2018/9/28, 134
2018/9/29, 112
2018/9/30, 119
2018/4/1, 132
2018/4/2, 95
2018/4/3, 132
2018/4/4, 112
2018/4/5, 106
2018/4/6, 119
2018/4/7, 117
2018/4/8, 102
2018/4/9, 91
2018/4/10, 86
2018/4/11, 113
2018/4/12, 87
2018/4/13, 103
2018/4/14, 107
2018/4/15, 121
2018/4/16, 111
2018/4/17, 112
2018/4/18, 112
2018/4/19, 101
2018/4/20, 126
2018/4/21, 103
2018/4/22, 113
2018/4/23, 118
2018/4/24, 115
2018/4/25, 111
2018/4/26, 104
2018/4/27, 82
2018/4/28, 89
2018/4/29, 94
2018/4/30, 89
2018/5/1, 81
2018/5/2, 87
2018/5/3, 80
2018/5/4, 95
2018/5/5, 92
2018/5/6, 91
2018/5/7, 95
2018/5/8, 91
2018/5/9, 109
2018/5/10, 81
2018/5/11, 122
2018/5/12, 125
2018/5/13, 104
2018/5/14, 126
2018/5/15, 102
2018/5/16, 102
2018/5/17, 88
2018/5/18, 111
2018/5/19, 99
2018/5/20, 107
2018/5/21, 92
2018/5/22, 100
2018/5/23, 120
2018/5/24, 125
2018/5/25, 141
2018/5/26, 126
2018/5/27, 123
2018/5/28, 118
2018/5/29, 102
2018/5/30, 136
2018/5/31, 127
2018/6/1, 123
2018/6/4, 124
2018/6/5, 123
2018/6/6, 138
2018/6/7, 151
2018/6/8, 112
2018/6/9, 125
2018/6/10, 132
2018/6/11, 125
2018/6/12, 121
2018/6/13, 127
2018/6/14, 116
2018/6/15, 126
2018/6/16, 162
2018/6/18, 131
2018/6/19, 105
2018/6/21, 80
2018/6/22, 77
2018/6/23, 79
2018/6/24, 79
2018/6/25, 99
2018/6/26, 123
2018/6/27, 132
2018/6/28, 139
2018/6/29, 148
2018/6/30, 138
2018/1/1, 159
2018/1/2, 168
2018/1/3, 216
2018/1/4, 220
2018/1/5, 174
2018/1/6, 197
2018/1/7, 184
2018/1/8, 176
2018/1/9, 178
2018/1/10, 186
2018/1/11, 190
2018/1/12, 155
2018/1/13, 152
2018/1/14, 132
2018/1/15, 157
2018/1/16, 149
2018/1/17, 181
2018/1/18, 172
2018/1/19, 161
2018/1/20, 170
2018/1/21, 123
2018/1/22, 142
2018/1/23, 147
2018/1/24, 131
2018/1/25, 155
2018/1/26, 161
2018/1/27, 171
2018/1/28, 139
2018/1/29, 142
2018/1/30, 168
2018/1/31, 169
2018/2/1, 165
2018/2/2, 166
2018/2/3, 143
2018/2/4, 161
2018/2/5, 154
2018/2/6, 168
2018/2/7, 147
2018/2/8, 139
2018/2/9, 160
2018/2/10, 147
2018/2/11, 156
2018/2/12, 148
2018/2/13, 129
2018/2/14, 129
2018/2/15, 126
2018/2/16, 154
2018/2/17, 147
2018/2/18, 150
2018/2/19, 131
2018/2/20, 114
2018/2/21, 124
2018/2/22, 149
2018/2/23, 121
2018/2/24, 118
2018/2/25, 138
2018/2/26, 117
2018/2/27, 104
2018/2/28, 141
2018/3/1, 138
2018/3/2, 114
2018/3/3, 148
2018/3/4, 148
2018/3/5, 143
2018/3/6, 134
2018/3/7, 130
2018/3/8, 126
2018/3/9, 132
2018/3/10, 127
2018/3/11, 130
2018/3/12, 94
2018/3/13, 38
2018/3/20, 135
2018/3/21, 105
2018/3/22, 115
2018/3/23, 111
2018/3/24, 127
2018/3/25, 101
2018/3/26, 104
2018/3/27, 107
2018/3/28, 127
2018/3/29, 138
2018/3/30, 119
2018/3/31, 128
2017/10/1, 121
2017/10/2, 143
2017/10/3, 144
2017/10/4, 137
2017/10/5, 142
2017/10/6, 148
2017/10/7, 132
2017/10/8, 123
2017/10/9, 121
2017/10/10, 120
2017/10/11, 133
2017/10/12, 108
2017/10/13, 105
2017/10/14, 149
2017/10/15, 131
2017/10/16, 98
2017/10/17, 130
2017/10/18, 134
2017/10/19, 103
2017/10/20, 107
2017/10/21, 104
2017/10/22, 110
2017/10/23, 138
2017/10/24, 130
2017/10/25, 139
2017/10/26, 114
2017/10/27, 108
2017/10/28, 123
2017/10/29, 120
2017/10/30, 134
2017/11/13, 129
2017/11/14, 132
2017/11/15, 141
2017/11/16, 143
2017/11/17, 146
2017/11/18, 151
2017/11/19, 143
2017/11/20, 133
2017/11/21, 136
2017/11/22, 162
2017/11/23, 163
2017/11/24, 165
2017/11/25, 178
2017/11/26, 142
2017/11/27, 117
2017/11/28, 144
2017/11/29, 128
2017/11/30, 124
2017/12/1, 109
2017/12/2, 139
2017/12/3, 139
2017/12/4, 138
2017/12/5, 134
2017/12/6, 134
2017/12/7, 113
2017/12/19, 118
2017/12/20, 114
2017/12/21, 127
2017/12/22, 142
2017/12/23, 145
2017/12/24, 147
2017/12/25, 155
2017/12/26, 128
2017/12/27, 139
2017/12/28, 148
2017/12/29, 171
2017/12/30, 154
2017/7/1, 130
2017/7/2, 141
2017/7/3, 154
2017/7/4, 136
2017/7/5, 169
2017/7/6, 131
2017/7/7, 138
2017/7/8, 141
2017/7/9, 144
2017/7/10, 138
2017/7/11, 148
2017/7/12, 158
2017/7/13, 139
2017/7/14, 140
2017/7/15, 169
2017/7/16, 162
2017/7/17, 149
2017/7/18, 153
2017/7/19, 143
2017/7/20, 134
2017/7/21, 140
2017/7/22, 133
2017/7/23, 132
2017/7/24, 154
2017/7/25, 153
2017/7/26, 144
2017/7/27, 134
2017/7/28, 150
2017/7/29, 148
2017/7/30, 143
2017/7/31, 135
2017/8/1, 140
2017/8/2, 124
2017/8/3, 135
2017/8/4, 162
2017/8/5, 158
2017/8/6, 150
2017/8/7, 155
2017/8/8, 139
2017/8/9, 132
2017/8/10, 154
2017/8/11, 146
2017/8/14, 121
2017/8/15, 120
2017/8/16, 138
2017/8/17, 123
2017/8/18, 138
2017/8/19, 140
2017/8/20, 129
2017/8/21, 145
2017/8/22, 138
2017/8/23, 137
2017/8/24, 136
2017/8/25, 151
2017/8/26, 119
2017/8/27, 128
2017/8/28, 129
2017/8/29, 132
2017/8/30, 108
2017/8/31, 124
2017/9/11, 139
2017/9/12, 152
2017/9/13, 155
2017/9/14, 118
2017/9/15, 105
2017/9/16, 138
2017/9/17, 132
2017/9/18, 110
2017/9/19, 122
2017/9/20, 138
2017/9/21, 130
2017/9/22, 106
2017/9/23, 130
2017/9/24, 138
2017/9/25, 117
2017/9/26, 134
2017/9/27, 147
2017/9/28, 136
2017/9/29, 128
2017/9/30, 126
2017/4/1, 92
2017/4/2, 107
2017/4/3, 118
2017/4/4, 105
2017/4/5, 90
2017/4/6, 90
2017/4/7, 84
2017/4/8, 71
2017/4/9, 76
2017/4/10, 118
2017/4/11, 116
2017/4/12, 109
2017/4/13, 111
2017/4/14, 116
2017/4/15, 135
2017/4/16, 122
2017/4/17, 92
2017/4/18, 77
2017/4/19, 77
2017/4/20, 81
2017/4/21, 70
2017/4/22, 86
2017/4/23, 93
2017/4/24, 73
2017/4/25, 98
2017/4/26, 108
2017/4/27, 105
2017/4/28, 94
2017/4/29, 104
2017/4/30, 107
2017/5/1, 95
2017/5/2, 94
2017/5/3, 107
2017/5/4, 99
2017/5/5, 82
2017/5/6, 86
2017/5/7, 75
2017/5/8, 99
2017/5/9, 75
2017/5/10, 76
2017/5/11, 81
2017/5/12, 73
2017/5/13, 69
2017/5/14, 76
2017/5/15, 103
2017/5/16, 123
2017/5/17, 116
2017/5/18, 118
2017/5/19, 111
2017/5/20, 103
2017/5/21, 102
2017/5/22, 95
2017/5/23, 100
2017/5/30, 136
2017/6/1, 161
2017/6/2, 112
2017/6/3, 104
2017/6/4, 140
2017/6/5, 148
2017/6/6, 134
2017/6/7, 133
2017/6/8, 153
2017/6/9, 149
2017/6/10, 122
2017/6/11, 125
2017/6/12, 119
2017/6/13, 108
2017/6/14, 98
2017/6/15, 111
2017/6/16, 115
2017/6/17, 130
2017/6/18, 115
2017/6/19, 122
2017/6/20, 139
2017/6/21, 146
2017/6/22, 158
2017/6/23, 143
2017/6/24, 141
2017/6/25, 133
2017/6/26, 154
2017/6/27, 97
2017/6/28, 142
2017/6/29, 140
2017/6/30, 131
2017/2/17, 153
2017/2/18, 138
2017/2/19, 149
2017/2/20, 114
2017/2/21, 122
2017/2/22, 90
2017/2/23, 101
2017/2/24, 101
2017/2/25, 107
2017/2/26, 130
2017/2/27, 116
2017/2/28, 115
2017/3/1, 110
2017/3/2, 103
2017/3/3, 106
2017/3/4, 102
2017/3/5, 95
2017/3/6, 126
2017/3/7, 131
2017/3/8, 137
2017/3/9, 88
2017/3/10, 92
2017/3/11, 94
2017/3/12, 108
2017/3/13, 121
2017/3/14, 138
2017/3/15, 133
2017/3/16, 102
2017/3/17, 72
2017/3/18, 125
2017/3/19, 81
2017/3/20, 79
2017/3/21, 89
2017/3/22, 108
2017/3/23, 98
2017/3/24, 109
2017/3/25, 89
2017/3/26, 91
2017/3/27, 115
2017/3/28, 96
2017/3/29, 111
2017/3/30, 104
2017/3/31, 88
